city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Sochi,Sochi,43.5853,39.7203,Russia,RU,RUS,Krasnodarskiy Kray,,411524,1643009782
Ivanovo,Ivanovo,57.0000,41.0000,Russia,RU,RUS,Ivanovskaya Oblast’,admin,406933,1643297945
Bryansk,Bryansk,53.2500,34.3667,Russia,RU,RUS,Bryanskaya Oblast’,admin,406553,1643208827
Szczecin,Szczecin,53.4247,14.5553,Poland,PL,POL,Zachodniopomorskie,admin,403833,1616256546
Belgorod,Belgorod,50.6000,36.6000,Russia,RU,RUS,Belgorodskaya Oblast’,admin,391135,1643407900
Bologna,Bologna,44.4939,11.3428,Italy,IT,ITA,Emilia-Romagna,admin,389261,1380202039
Florence,Florence,43.7714,11.2542,Italy,IT,ITA,Tuscany,admin,380948,1380726561
Brno,Brno,49.1953,16.6083,Czechia,CZ,CZE,Jihomoravský Kraj,admin,382405,1203676514
Novi Sad,Novi Sad,45.2644,19.8317,Serbia,RS,SRB,Novi Sad,admin,380000,1688169087
Las Palmas,Las Palmas,28.1272,-15.4314,Spain,ES,ESP,Canary Islands,admin,378675,1724501748
Sintra,Sintra,38.7974,-9.3904,Portugal,PT,PRT,Lisboa,minor,377835,1620848791
Vinnytsia,Vinnytsia,49.2167,28.4333,Ukraine,UA,UKR,Vinnyts’ka Oblast’,admin,371855,1804658571
Plovdiv,Plovdiv,42.1421,24.7415,Bulgaria,BG,BGR,Plovdiv,admin,366511,1100436706
Vitsyebsk,Vitsyebsk,55.1833,30.1667,Belarus,BY,BLR,Vitsyebskaya Voblasts’,admin,364800,1112480679
Bochum,Bochum,51.4833,7.2167,Germany,DE,DEU,North Rhine-Westphalia,minor,364454,1276227288
Coventry,Coventry,52.4081,-1.5106,United Kingdom,GB,GBR,Coventry,,362690,1826979198
Caerdydd,Caerdydd,51.4817,-3.1792,United Kingdom,GB,GBR,Cardiff,,361469,1826362422
Surgut,Surgut,61.2500,73.4333,Russia,RU,RUS,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,360590,1643007475
Mahilyow,Mahilyow,53.9089,30.3430,Belarus,BY,BLR,Mahilyowskaya Voblasts’,admin,357100,1112518993
Hrodna,Hrodna,53.6667,23.8167,Belarus,BY,BLR,Hrodzyenskaya Voblasts’,admin,356900,1112187197
Vladimir,Vladimir,56.1286,40.4058,Russia,RU,RUS,Vladimirskaya Oblast’,admin,356168,1643712167
Wuppertal,Wuppertal,51.2667,7.1833,Germany,DE,DEU,North Rhine-Westphalia,minor,355004,1276004611
Nizhniy Tagil,Nizhniy Tagil,57.9167,59.9667,Russia,RU,RUS,Sverdlovskaya Oblast’,,355693,1643992310
Bilbao,Bilbao,43.2569,-2.9236,Spain,ES,ESP,Basque Country,minor,346405,1724331267
Arkhangelsk,Arkhangelsk,64.5500,40.5333,Russia,RU,RUS,Arkhangel’skaya Oblast’,admin,351488,1643797198
Varna,Varna,43.2114,27.9111,Bulgaria,BG,BGR,Varna,admin,347924,1100789115
Bydgoszcz,Bydgoszcz,53.1167,18.0000,Poland,PL,POL,Kujawsko-Pomorskie,admin,346739,1616454014
Chita,Chita,52.0333,113.5000,Russia,RU,RUS,Zabaykal’skiy Kray,admin,347088,1643036673
Utrecht,Utrecht,52.0889,5.1156,Netherlands,NL,NLD,Utrecht,admin,343779,1528871692
Nice,Nice,43.7034,7.2663,France,FR,FRA,Provence-Alpes-Côte d’Azur,minor,341032,1250774553
Simferopol,Simferopol,44.9484,34.1000,Ukraine,UA,UKR,"Krym, Avtonomna Respublika",admin,341799,1804665958
Makiivka,Makiivka,48.0556,37.9611,Ukraine,UA,UKR,Donets’ka Oblast’,,343158,1804926154
Brest,Brest,52.0847,23.6569,Belarus,BY,BLR,Brestskaya Voblasts’,admin,340318,1112896927
Kaluga,Kaluga,54.5333,36.2667,Russia,RU,RUS,Kaluzhskaya Oblast’,admin,341892,1643161747
Lublin,Lublin,51.2333,22.5667,Poland,PL,POL,Lubelskie,admin,339850,1616953501
Alicante,Alicante,38.3453,-0.4831,Spain,ES,ESP,Valencia,minor,337304,1724923163
Belfast,Belfast,54.5964,-5.9300,United Kingdom,GB,GBR,Belfast,,333871,1826325087
Bielefeld,Bielefeld,52.0167,8.5333,Germany,DE,DEU,North Rhine-Westphalia,minor,333509,1276112885
Bonn,Bonn,50.7339,7.0997,Germany,DE,DEU,North Rhine-Westphalia,minor,330579,1276807850
Thessaloníki,Thessaloniki,40.6403,22.9356,Greece,GR,GRC,Kentrikí Makedonía,admin,315196,1300397999
Smolensk,Smolensk,54.7828,32.0453,Russia,RU,RUS,Smolenskaya Oblast’,admin,329853,1643627051
Volzhskiy,Volzhskiy,48.7833,44.7667,Russia,RU,RUS,Volgogradskaya Oblast’,,326055,1643875527
Cluj-Napoca,Cluj-Napoca,46.7800,23.5594,Romania,RO,ROU,Cluj,admin,324576,1642503974
Bari,Bari,41.1253,16.8667,Italy,IT,ITA,Puglia,admin,323370,1380991126
