city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Bobo-Dioulasso,Bobo-Dioulasso,11.1833,-4.2833,Burkina Faso,BF,BFA,Hauts-Bassins,admin,903887,1854348796
Abeokuta,Abeokuta,7.1500,3.3500,Nigeria,NG,NGA,Ogun,admin,888924,1566979497
Sale,Sale,34.0500,-6.8167,Morocco,MA,MAR,Rabat-Salé-Kénitra,,850403,1504989034
Ikeja,Ikeja,6.6186,3.3426,Nigeria,NG,NGA,Lagos,admin,861300,1566486388
Oran,Oran,35.6969,-0.6331,Algeria,DZ,DZA,Oran,admin,852000,1012126319
Akure,Akure,7.2500,5.1950,Nigeria,NG,NGA,Ondo,admin,847903,1566568277
Ilorin,Ilorin,8.5000,4.5500,Nigeria,NG,NGA,Kwara,admin,847582,1566480168
Warri,Warri,5.5167,5.7500,Nigeria,NG,NGA,Delta,minor,830106,1566325734
Pointe-Noire,Pointe-Noire,-4.7889,11.8653,Congo (Brazzaville),CG,COG,Pointe-Noire,admin,829134,1178411563
Lubango,Lubango,-14.9167,13.5000,Angola,AO,AGO,Huíla,admin,776249,1024669127
Kaduna,Kaduna,10.5105,7.4165,Nigeria,NG,NGA,Kaduna,admin,760084,1566368729
Pietermaritzburg,Pietermaritzburg,-29.6009,30.3796,South Africa,ZA,ZAF,KwaZulu-Natal,admin,750845,1710690280
Nampula,Nampula,-15.1167,39.2667,Mozambique,MZ,MOZ,Nampula,admin,743000,1508958445
Osogbo,Osogbo,7.7597,4.5761,Nigeria,NG,NGA,Osun,admin,731000,1566395088
Enugu,Enugu,6.4403,7.4942,Nigeria,NG,NGA,Enugu,admin,715774,1566212729
Bauchi,Bauchi,10.3158,9.8442,Nigeria,NG,NGA,Bauchi,admin,693700,1566483284
Huambo,Huambo,-12.7667,15.7333,Angola,AO,AGO,Huambo,admin,665564,1024079828
Jalingo,Jalingo,8.9195,11.3264,Nigeria,NG,NGA,Taraba,admin,660213,1566732241
Bouaké,Bouake,7.6833,-5.0331,Côte d'Ivoire,CI,CIV,Vallée du Bandama,admin,659233,1384983838
Bulawayo,Bulawayo,-20.1667,28.5667,Zimbabwe,ZW,ZWE,Bulawayo,admin,653337,1716032632
Kikwit,Kikwit,-5.0333,18.8167,Congo (Kinshasa),CD,COD,Kwilu,,637736,1180518247
Benghazi,Benghazi,32.1167,20.0667,Libya,LY,LBY,Banghāzī,admin,631555,1434915572
Ḩalwān,Halwan,29.8419,31.3342,Egypt,EG,EGY,Al Qāhirah,,619293,1818000039
Jos,Jos,9.9333,8.8833,Nigeria,NG,NGA,Plateau,admin,622802,1566773679
Durban,Durban,-29.8583,31.0250,South Africa,ZA,ZAF,KwaZulu-Natal,,595061,1710149138
Port Sudan,Port Sudan,19.6158,37.2164,Sudan,SD,SDN,Red Sea,admin,579942,1729710259
Benguela,Benguela,-12.5500,13.4167,Angola,AO,AGO,Benguela,admin,561775,1024141961
Cabinda,Cabinda,-5.5667,12.2000,Angola,AO,AGO,Cabinda,admin,550000,1024474012
Kassala,Kassala,15.4500,36.4000,Sudan,SD,SDN,Kassala,admin,536009,1729157224
Touba,Touba,14.8667,-15.8833,Senegal,SN,SEN,Diourbel,,529176,1686956738
Ndola,Ndola,-12.9683,28.6337,Zambia,ZM,ZMB,Copperbelt,admin,528330,1894032745
Port Said,Port Said,31.2500,32.2833,Egypt,EG,EGY,Būr Sa‘īd,admin,524433,1818628574
Meknès,Meknes,33.8833,-5.5500,Morocco,MA,MAR,Fès-Meknès,,520428,1504333193
Suez,Suez,29.9667,32.5333,Egypt,EG,EGY,As Suways,admin,516959,1818495972
Kitwe,Kitwe,-12.8208,28.2119,Zambia,ZM,ZMB,Copperbelt,,504194,1894321752
Belas,Belas,-9.0689,13.1608,Angola,AO,AGO,Luanda,,500000,1024196826
Talatona,Talatona,-8.9167,13.1833,Angola,AO,AGO,Luanda,,500000,1024988332
Ile-Ife,Ile-Ife,7.4667,4.5667,Nigeria,NG,NGA,Osun,minor,501952,1566756897
Oujda-Angad,Oujda-Angad,34.6867,-1.9114,Morocco,MA,MAR,Oriental,admin,494252,1504891036
Nyala,Nyala,12.0500,24.8833,Sudan,SD,SDN,South Darfur,admin,492984,1729833248
Calabar,Calabar,4.9500,8.3250,Nigeria,NG,NGA,Cross River,admin,461796,1566495489
Ţanţā,Tanta,30.7833,31.0000,Egypt,EG,EGY,Al Gharbīyah,admin,429503,1818501770
Bukavu,Bukavu,-2.4908,28.8428,Congo (Kinshasa),CD,COD,Sud-Kivu,admin,436779,1180475821
Constantine,Constantine,36.3650,6.6147,Algeria,DZ,DZA,Constantine,admin,448374,1012275076
Ado-Ekiti,Ado-Ekiti,7.6167,5.2167,Nigeria,NG,NGA,Ekiti,admin,446749,1566196391
Beira,Beira,-19.8333,34.8500,Mozambique,MZ,MOZ,Sofala,admin,436240,1508407369
Welkom,Welkom,-27.9831,26.7208,South Africa,ZA,ZAF,Free State,,431944,1710480365
Kenitra,Kenitra,34.2500,-6.5833,Morocco,MA,MAR,Rabat-Salé-Kénitra,,431282,1504534876
Uyo,Uyo,5.0500,7.9333,Nigeria,NG,NGA,Akwa Ibom,admin,429900,1566061694
Sokoto,Sokoto,13.0622,5.2339,Nigeria,NG,NGA,Sokoto,admin,427760,1566574518
Sidi Bouzid,Sidi Bouzid,35.0381,9.4858,Tunisia,TN,TUN,Sidi Bouzid,admin,429912,1788196439
Agadir,Agadir,30.4167,-9.5833,Morocco,MA,MAR,Souss-Massa,admin,421844,1504116858
Likasi,Likasi,-10.9833,26.7333,Congo (Kinshasa),CD,COD,Haut-Katanga,,422535,1180978192
El Obeid,El Obeid,13.1833,30.2167,Sudan,SD,SDN,North Kordofan,admin,418280,1729215531
Kolwezi,Kolwezi,-10.7167,25.4667,Congo (Kinshasa),CD,COD,Lualaba,admin,418000,1180380965
Arusha,Arusha,-3.3667,36.6833,Tanzania,TZ,TZA,Arusha,admin,416442,1834484937
Kisumu,Kisumu,-0.1000,34.7500,Kenya,KE,KEN,Kisumu,admin,409928,1404511920
Zaria,Zaria,11.0667,7.7000,Nigeria,NG,NGA,Kaduna,minor,408198,1566287704
Asyūţ,Asyut,27.1869,31.1714,Egypt,EG,EGY,Asyūţ,admin,389307,1818456592
Mbale,Mbale,1.0806,34.1750,Uganda,UG,UGA,Mbale,admin,402368,1800265900
Mwanza,Mwanza,-2.5167,32.9000,Tanzania,TZ,TZA,Mwanza,admin,385810,1834011288
Yola,Yola,9.2000,12.4833,Nigeria,NG,NGA,Adamawa,admin,392854,1566782065
Lobito,Lobito,-12.3597,13.5308,Angola,AO,AGO,Benguela,,393079,1024128946
Saurimo,Saurimo,-9.6589,20.3934,Angola,AO,AGO,Lunda Sul,admin,393000,1024326839
Tétouan,Tetouan,35.5667,-5.3667,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,380787,1504709141
Oyo,Oyo,7.8333,3.9333,Nigeria,NG,NGA,Oyo,minor,386723,1566930579
Gusau,Gusau,12.1667,6.6667,Nigeria,NG,NGA,Zamfara,admin,383162,1566383682
Umuahia,Umuahia,5.5333,7.4833,Nigeria,NG,NGA,Abia,admin,359230,1566217980
Gedaref,Gedaref,14.0333,35.3833,Sudan,SD,SDN,Al Gedaref,admin,354927,1729215057
Cubal,Cubal,-13.1117,14.3672,Angola,AO,AGO,Benguela,,357618,1024580158
Chitungwiza,Chitungwiza,-18.0000,31.1000,Zimbabwe,ZW,ZWE,Harare,,340360,1716688236
Kūstī,Kusti,13.1700,32.6600,Sudan,SD,SDN,White Nile,,345068,1729229371
East London,East London,-33.0153,27.9116,South Africa,ZA,ZAF,Eastern Cape,,338627,1710178149
Beni,Beni,0.4911,29.4731,Congo (Kinshasa),CD,COD,Nord-Kivu,,332903,1180325051
Randburg,Randburg,-26.0936,28.0064,South Africa,ZA,ZAF,Gauteng,,337053,1710279034
Blida,Blida,36.4722,2.8333,Algeria,DZ,DZA,Blida,admin,331779,1012045589
Nazrēt,Nazret,8.5500,39.2667,Ethiopia,ET,ETH,Oromīya,,324000,1231826873
Al Fayyūm,Al Fayyum,29.3000,30.8333,Egypt,EG,EGY,Al Fayyūm,admin,315940,1818281002
Wad Medani,Wad Medani,14.4000,33.5100,Sudan,SD,SDN,Al Gazira,admin,332714,1729581572
Nakuru,Nakuru,-0.2833,36.0667,Kenya,KE,KEN,Nakuru,admin,307990,1404140179
Lafia,Lafia,8.5000,8.5167,Nigeria,NG,NGA,Nasarawa,admin,330712,1566042542
Taourirt,Taourirt,34.4100,-2.8900,Morocco,MA,MAR,Oriental,,321876,1504648957
Roodepoort,Roodepoort,-26.1625,27.8725,South Africa,ZA,ZAF,Gauteng,,326416,1710090212
Minna,Minna,9.6139,6.5569,Nigeria,NG,NGA,Niger,admin,322163,1566285237
Gonder,Gonder,12.6000,37.4667,Ethiopia,ET,ETH,Āmara,,323900,1231234833
Mekele,Mekele,13.4969,39.4769,Ethiopia,ET,ETH,Tigray,admin,323700,1231468531
Temara,Temara,33.9234,-6.9076,Morocco,MA,MAR,Rabat-Salé-Kénitra,,313510,1504016606
Uíge,Uige,-7.6087,15.0613,Angola,AO,AGO,Uíge,admin,322531,1024666275
Menongue,Menongue,-14.6556,17.6842,Angola,AO,AGO,Kuando Kubango,admin,320914,1024725650
Katsina,Katsina,12.9889,7.6008,Nigeria,NG,NGA,Katsina,admin,318459,1566777297
Maroua,Maroua,10.5823,14.3275,Cameroon,CM,CMR,Extrême-Nord,admin,319941,1120956931
Az Zaqāzīq,Az Zaqaziq,30.5833,31.5167,Egypt,EG,EGY,Ash Sharqīyah,admin,285097,1818017750
Bor,Bor,6.2167,31.5500,South Sudan,SS,SSD,Jonglei,admin,315351,1728186782
Safi,Safi,32.2833,-9.2333,Morocco,MA,MAR,Marrakech-Safi,,308508,1504000717
Port Elizabeth,Port Elizabeth,-33.9581,25.6000,South Africa,ZA,ZAF,Eastern Cape,,312392,1710918997
Matadi,Matadi,-5.8167,13.4833,Congo (Kinshasa),CD,COD,Kongo Central,admin,306053,1180529604
Āwasa,Awasa,7.0500,38.4667,Ethiopia,ET,ETH,YeDebub Bihēroch Bihēreseboch na Hizboch,admin,300100,1231663122
Curepipe,Curepipe,-20.3162,57.5166,Mauritius,MU,MUS,Plaines Wilhems,,299975,1480343099
